fps,latency
60.241,0
59.8802,0
59.8802,0
60.9756,0
55.8659,0
60.9756,0
63.6943,0
60.241,0
60.6061,0
59.8802,0
62.1118,0
58.4795,0
56.1798,0
59.8802,0
64.5161,0
60.241,0
60.241,0
59.8802,0
58.1395,0
58.4795,0
56.8182,0
61.3497,0
64.5161,0
58.8235,0
59.5238,0
60.241,0
59.8802,0
58.4795,0
56.4972,0
59.5238,0
60.241,0
59.8802,0
57.4713,0
61.3497,0
59.1716,0
57.1429,0
56.1798,0
58.8235,0
65.7895,0
62.1118,0
61.7284,0
60.241,0
57.4713,0
58.8235,0
54.0541,0
58.8235,0
63.2911,0
60.6061,0
58.8235,0
58.8235,0
60.9756,0
55.8659,0
63.2911,0
59.1716,0
67.5676,0
60.9756,0
60.6061,0
60.9756,0
60.6061,0
60.241,0
56.8182,0
60.9756,0
56.4972,0
60.9756,0
57.4713,0
61.7284,0
59.1716,0
59.8802,0
59.5238,0
56.1798,0
55.8659,0
58.8235,0
64.5161,0
59.5238,0
63.6943,0
61.3497,0
61.3497,0
57.8035,0
59.1716,0
59.1716,0
66.2252,0
64.5161,0
60.9756,0
61.7284,0
59.1716,0
59.8802,0
59.1716,0
57.4713,0
59.1716,0
62.5,0
62.5,0
58.1395,0
60.241,0
60.9756,0
59.5238,0
53.4759,0
57.1429,0
65.7895,0
61.7284,0
59.5238,0
58.8235,0
60.9756,0
55.5556,0
57.8035,0
56.4972,0
66.2252,0
60.241,0
59.5238,0
60.241,0
61.7284,0
58.1395,0
58.8235,0
62.5,0
60.9756,0
60.9756,0
59.1716,0
62.1118,0
56.8182,0
59.8802,0
59.5238,0
58.4795,0
61.3497,0
61.3497,0
58.1395,0
63.2911,0
61.7284,0
58.1395,0
62.1118,0
59.1716,0
59.5238,0
64.1026,0
60.241,0
58.1395,0
62.5,0
61.3497,0
56.8182,0
61.3497,0
62.8931,0
59.1716,0
63.6943,0
60.9756,0
58.8235,0
63.2911,0
59.5238,0
57.1429,0
64.5161,0
62.1118,0
59.8802,0
60.6061,0
59.5238,0
59.8802,0
60.6061,0
56.4972,0
60.6061,0
62.8931,0
59.8802,0
59.8802,0
57.8035,0
62.1118,0
58.8235,0
57.8035,0
61.7284,0
61.3497,0
60.6061,0
59.5238,0
59.8802,0
59.8802,0
60.241,0
56.1798,0
58.1395,0
61.7284,0
60.9756,0
56.4972,0
59.5238,0
58.4795,0
57.4713,0
60.9756,0
64.5161,0
62.8931,0
58.1395,0
59.8802,0
61.3497,0
62.1118,0
58.8235,0
61.3497,0
60.241,0
60.9756,0
59.8802,0
60.241,0
58.1395,0
56.8182,0
57.1429,0
61.3497,0
61.7284,0
60.241,0
62.1118,0
57.4713,0
58.4795,0
57.4713,0
64.5161,0
63.6943,0
60.241,0
58.1395,0
58.4795,0
59.5238,0
58.8235,0
59.1716,0
58.8235,0
62.8931,0
59.8802,0
57.8035,0
60.9756,0
62.1118,0
60.241,0
55.5556,0
58.8235,0
60.241,0
59.1716,0
58.8235,0
58.8235,0
61.3497,0
58.8235,0
57.4713,0
58.4795,0
64.5161,0
61.7284,0
62.1118,0
61.3497,0
56.4972,0
59.1716,0
56.4972,0
60.241,0
60.241,0
58.4795,0
59.1716,0
57.1429,0
58.8235,0
59.5238,0
61.3497,0
60.9756,0
63.6943,0
61.3497,0
61.3497,0
64.1026,0
60.6061,0
60.6061,0
60.241,0
61.7284,0
62.5,0
60.241,0
57.8035,0
60.241,0
59.8802,0
58.1395,0
55.8659,0
60.6061,0
61.3497,0
59.8802,0
57.8035,0
59.8802,0
62.5,0
58.4795,0
55.2486,0
59.5238,0
62.5,0
58.8235,0
59.1716,0
59.8802,0
59.8802,0
57.8035,0
57.4713,0
59.1716,0
65.7895,0
62.5,0
59.8802,0
62.8931,0
60.241,0
56.8182,0
61.7284,0
60.241,0
64.1026,0
61.7284,0
61.3497,0
60.9756,0
63.6943,0
59.1716,0
59.8802,0
63.2911,0
61.7284,0
60.6061,0
59.8802,0
62.1118,0
59.8802,0
56.8182,0
59.5238,0
60.241,0
59.1716,0
61.7284,0
60.241,0
60.241,0
59.5238,0
59.5238,0
58.4795,0
59.5238,0
59.8802,0
61.7284,0
59.8802,0
59.8802,0
59.8802,0
60.241,0
59.8802,0
60.6061,0
60.6061,0
60.241,0
62.5,0
59.8802,0
57.8035,0
62.1118,0
58.4795,0
59.1716,0
60.6061,0
63.2911,0
57.1429,0
58.8235,0
59.8802,0
57.8035,0
60.241,0
57.8035,0
60.6061,0
60.241,0
60.241,0
57.1429,0
62.1118,0
58.4795,0
58.1395,0
59.5238,0
62.1118,0
61.3497,0
59.8802,0
59.5238,0
56.8182,0
60.6061,0
59.8802,0
61.3497,0
60.9756,0
59.5238,0
58.8235,0
59.5238,0
58.4795,0
57.4713,0
63.2911,0
61.3497,0
58.1395,0
59.8802,0
59.8802,0
60.241,0
58.8235,0
59.5238,0
59.5238,0
62.5,0
59.8802,0
58.1395,0
62.1118,0
60.241,0
56.8182,0
61.3497,0
62.5,0
58.8235,0
62.1118,0
61.3497,0
58.1395,0
61.7284,0
58.4795,0
58.4795,0
61.3497,0
60.241,0
58.1395,0
61.3497,0
57.8035,0
47.3934,0
48.5437,0
49.5049,0
50.7614,0
51.0204,0
51.2821,0
48.7805,0
50.5051,0
49.2611,0
50.2513,0
62.8931,0
64.5161,0
59.8802,0
60.241,0
59.8802,0
60.9756,0
59.8802,0
56.4972,0
60.6061,0
59.5238,0
57.8035,0
59.5238,0
60.9756,0
60.241,0
58.4795,0
57.4713,0
62.5,0
65.3595,0
62.1118,0
62.1118,0
61.3497,0
60.241,0
59.8802,0
58.1395,0
61.3497,0
62.8931,0
60.9756,0
59.5238,0
59.8802,0
60.9756,0
59.8802,0
59.8802,0
61.3497,0
62.5,0
