FPS,LATENCY (MS)
29.5858,68
29.3255,66
30.581,68
29.5858,73
28.8184,68
29.4985,70
29.9401,75
28.6533,62
30.1205,72
28.9017,61
30.303,72
29.5858,65
30.1205,65
30.1205,65
30.581,62
30.4878,54
31.348,58
31.6456,56
30.6748,56
31.4465,56
30.4878,66
30.581,58
30.581,63
30.303,59
30.6748,60
30.2115,61
29.4985,63
29.5858,65
29.1545,61
29.5858,65
29.2398,57
30.6748,55
30.303,62
30.1205,55
30.303,56
30.3951,61
30.03,58
30.3951,58
30.6748,62
29.9401,58
30.581,59
29.9401,62
29.4118,63
29.9401,62
29.4118,62
29.4985,62
29.8507,58
29.9401,59
29.9401,58
30.303,65
29.4118,59
30.03,58
30.303,60
30.2115,59
30.303,59
30.2115,58
30.3951,62
29.7619,59
29.9401,58
29.9401,59
30.581,56
30.2115,56
30.2115,55
30.4878,55
30.303,55
30.3951,57
30.1205,55
30.581,55
30.3951,57
30.2115,59
29.9401,55
30.1205,59
29.7619,60
29.4985,60
29.5858,60
29.5858,58
29.8507,60
29.5858,60
29.5858,63
29.4118,66
29.4118,63
29.2398,62
29.5858,63
29.7619,60
30.03,64
29.5858,62
29.5858,64
29.6736,60
29.9401,59
30.3951,62
30.303,66
29.7619,62
30.1205,70
29.3255,63
29.6736,62
30.2115,60
30.2115,59
30.3951,65
29.5858,64
29.5858,60
30.2115,65
30.1205,60
30.2115,59
31.0559,63
30.03,63
29.9401,64
29.5858,66
29.4118,70
29.5858,61
30.2115,62
29.8507,66
29.9401,60
29.9401,61
29.8507,62
30.1205,60
30.2115,57
30.7692,60
30.581,63
30.581,67
29.4985,63
29.9401,66
29.9401,62
29.8507,66
29.5858,62
29.9401,62
29.8507,65
29.3255,58
30.1205,59
30.3951,58
30.7692,58
30.3951,59
30.6748,58
30.303,58
30.6748,62
30.03,57
30.3951,57
30.6748,62
29.6736,63
29.5858,58
30.03,59
29.9401,59
29.9401,63
29.5858,59
29.9401,58
30.303,60
29.7619,61
29.6736,59
30.2115,59
30.3951,59
29.9401,62
29.6736,63
29.6736,59
30.3951,62
29.6736,61
29.6736,63
29.7619,60
30.1205,66
29.4118,60
29.9401,64
29.5858,59
30.303,55
30.7692,60
29.9401,62
30.03,62
30.03,64
29.9401,60
29.9401,60
30.581,66
29.4985,63
29.9401,60
29.9401,58
29.5858,60
29.9401,64
29.8507,69
29.3255,59
30.3951,63
29.6736,60
29.9401,66
29.9401,63
30.1205,62
29.7619,62
29.7619,69
29.1545,59
30.3951,60
30.8642,60
29.9401,65
29.8507,69
29.2398,59
30.6748,55
30.6748,56
30.581,56
30.581,56
31.25,57
30.2115,53
30.581,53
30.581,53
31.0559,57
31.1526,53
30.4878,56
29.9401,57
29.9401,56
29.9401,56
30.03,56
30.03,66
28.8184,60
29.4118,60
29.4985,62
29.4118,64
29.0698,63
29.4118,64
29.3255,63
29.4118,66
29.1545,61
29.4985,63
30.3951,64
29.6736,60
29.9401,64
29.9401,64
30.03,68
29.4985,63
30.1205,63
30.03,58
30.6748,59
30.303,58
30.4878,58
30.4878,58
30.2115,66
29.8507,56
30.6748,57
31.0559,56
30.6748,51
31.0559,52
30.581,52
30.6748,51
30.581,55
30.303,52
30.581,51
31.348,55
30.1205,55
30.2115,55
30.03,59
29.3255,59
29.4118,61
29.1545,65
28.8184,63
29.3255,58
29.4118,65
28.8184,69
28.7356,68
28.8184,68
28.9017,64
29.4985,62
29.6736,60
30.1205,58
30.581,58
30.3951,60
29.8507,59
30.4878,60
30.8642,60
30.7692,59
30.7692,63
30.1205,70
29.3255,65
29.4985,63
29.5858,60
29.8507,55
30.3951,61
29.8507,53
30.6748,52
30.6748,52
30.6748,54
30.8642,53
31.5457,52
31.1526,56
30.6748,62
29.7619,60
28.49,60
30.1205,67
28.8184,68
28.6533,65
28.9017,65
29.0698,65
28.9855,65
28.9855,63
29.4118,61
30.03,62
31.0559,63
29.7619,56
30.9598,59
30.8642,59
30.581,62
30.2115,59
30.581,58
30.581,58
30.3951,62
30.03,62
29.9401,62
30.03,59
29.7619,59
29.9401,59
29.8507,59
30.303,62
29.6736,59
29.9401,59
29.9401,63
29.8507,59
30.303,59
30.303,58
30.03,58
30.1205,68
29.3255,58
30.03,55
30.6748,59
30.03,58
30.03,58
30.3951,62
29.7619,61
29.7619,61
29.7619,65
29.4118,59
30.7692,66
29.3255,59
29.5858,60
29.9401,58
30.03,59
30.03,60
30.2115,65
29.6736,65
29.6736,58
30.581,60
29.9401,59
30.6748,58
30.1205,60
29.9401,60
29.8507,58
30.03,58
30.03,59
30.581,58
30.581,62
29.6736,59
30.1205,55
30.303,59
29.9401,59
30.1205,55
30.3951,55
30.303,62
29.7619,58
30.03,60
29.8507,63
29.9401,59
29.9401,57
29.8507,60
29.9401,60
29.8507,60
29.5858,60
29.4985,60
30.1205,60
29.8507,60
30.03,58
30.303,60
29.9401,65
29.3255,60
29.9401,61
29.9401,65
29.5858,66
29.4985,67
29.4118,66
29.4985,63
29.6736,66
29.4118,60
30.03,59
30.4878,59
30.1205,60
30.1205,59
30.4878,56
30.8642,57
30.9598,59
30.581,60
30.303,60
30.581,60
29.9401,63
29.6736,62
29.6736,63
29.6736,56
30.303,57
30.03,56
30.03,60
29.9401,62
29.7619,58
30.1205,60
30.03,66
29.6736,58
30.3951,60
30.303,62
29.4985,59
29.6736,56
30.03,65
29.5858,57
30.4878,63
29.5858,57
30.303,55
31.0559,60
29.8507,60
30.03,58
30.303,57
30.303,60
29.5858,59
30.4878,60
29.7619,63
30.03,59
29.7619,63
29.3255,62
29.7619,65
29.4118,63
29.5858,59
