FPS,LATENCY (MS)
58.8235,43
59.1716,40
60.6061,45
60.241,41
62.5,43
59.8802,44
60.9756,47
57.8035,47
59.1716,47
58.8235,44
59.8802,44
59.5238,41
59.8802,45
59.8802,46
58.1395,47
58.8235,47
58.8235,46
60.241,42
61.7284,41
62.1118,39
61.3497,43
60.6061,47
57.8035,47
59.1716,44
60.9756,46
59.8802,40
62.5,45
60.6061,44
59.5238,46
58.1395,43
59.1716,40
60.9756,40
62.5,40
62.8931,43
60.241,45
60.6061,50
56.8182,44
59.8802,43
60.241,44
60.9756,39
61.3497,42
59.1716,46
58.1395,50
56.4972,42
60.241,43
60.6061,41
63.2911,42
60.6061,43
60.241,45
59.5238,46
57.4713,41
60.6061,40
62.1118,39
64.1026,40
60.9756,43
60.241,45
58.4795,46
59.1716,46
58.4795,46
59.5238,41
62.1118,40
59.8802,40
59.8802,44
58.4795,46
57.4713,46
58.8235,44
60.6061,46
59.8802,39
62.8931,40
62.5,43
59.1716,46
58.1395,48
57.4713,43
60.241,43
61.3497,44
60.9756,45
59.5238,46
59.8802,47
57.4713,43
58.8235,40
60.9756,47
59.8802,41
62.5,41
60.6061,40
61.3497,45
59.5238,42
60.9756,47
59.8802,43
61.3497,40
60.9756,41
59.8802,42
61.3497,46
58.1395,46
58.4795,45
58.1395,43
60.6061,40
60.9756,43
61.3497,42
60.241,43
59.1716,43
59.1716,42
60.241,43
61.3497,43
60.9756,43
60.6061,43
60.241,43
58.8235,44
59.5238,40
60.9756,43
59.8802,43
59.8802,42
59.8802,43
59.8802,39
60.9756,39
61.3497,41
60.6061,39
61.3497,42
60.6061,46
57.8035,46
58.8235,44
59.5238,44
59.1716,41
60.6061,43
58.8235,45
58.1395,50
56.8182,46
57.1429,45
59.1716,46
59.8802,41
62.1118,41
61.3497,44
60.241,47
58.1395,47
58.8235,43
60.241,44
62.5,41
62.5,40
61.7284,43
60.9756,46
58.1395,45
58.1395,43
60.241,45
60.6061,41
62.1118,45
59.8802,43
60.241,44
58.8235,45
58.4795,41
60.9756,40
61.7284,41
62.1118,41
60.9756,43
60.6061,46
58.4795,50
58.1395,44
59.5238,45
59.8802,44
60.241,41
59.8802,44
58.8235,47
57.8035,47
57.8035,45
59.5238,47
59.5238,40
63.6943,39
61.7284,45
59.8802,47
58.8235,47
58.1395,44
60.241,43
61.3497,41
62.5,41
61.3497,46
60.241,47
57.8035,47
57.4713,43
60.6061,42
61.7284,40
62.5,40
60.9756,43
60.241,50
56.8182,46
58.1395,44
60.9756,45
60.6061,40
62.1118,43
59.8802,47
58.4795,46
57.8035,45
58.8235,41
60.6061,39
63.6943,40
62.5,41
60.9756,44
60.241,47
58.1395,47
58.8235,46
60.241,42
61.3497,41
61.3497,39
60.6061,45
58.1395,43
58.8235,42
59.1716,42
60.6061,43
61.3497,43
61.3497,39
62.5,41
60.6061,39
60.6061,39
59.8802,43
60.9756,43
59.8802,42
60.241,43
59.8802,43
59.8802,39
61.3497,40
59.8802,40
60.241,43
58.4795,43
58.8235,46
58.8235,44
59.5238,43
59.8802,39
61.3497,42
59.8802,48
57.1429,43
58.8235,43
58.8235,43
60.241,43
59.8802,42
61.3497,43
60.6061,42
60.241,43
58.4795,43
60.241,42
62.1118,39
61.3497,39
61.7284,39
61.3497,42
60.241,46
58.8235,46
58.8235,42
59.5238,44
59.8802,39
61.3497,39
60.6061,43
58.8235,46
57.4713,45
57.8035,43
59.8802,42
61.3497,40
62.1118,43
60.241,43
60.241,43
58.4795,43
59.1716,39
61.3497,40
62.1118,40
61.7284,39
60.9756,43
59.5238,46
58.1395,45
59.1716,42
60.241,44
59.8802,40
60.9756,40
59.5238,45
58.4795,50
56.8182,45
57.8035,44
59.8802,43
60.6061,39
62.1118,40
60.9756,43
60.241,45
58.1395,47
57.8035,43
60.6061,43
62.5,40
62.5,40
61.3497,42
60.6061,46
57.8035,46
57.8035,42
60.241,43
60.9756,39
62.8931,44
59.5238,45
59.5238,43
58.8235,46
57.8035,41
60.241,40
62.1118,39
62.5,40
60.9756,44
59.5238,45
57.8035,47
59.1716,47
59.1716,43
59.8802,40
62.5,39
60.9756,42
59.1716,46
57.8035,47
57.4713,44
59.8802,45
60.241,39
62.8931,39
62.8931,45
59.5238,45
57.8035,45
57.4713,47
58.4795,42
61.3497,39
62.8931,40
61.7284,43
60.6061,46
57.4713,47
57.4713,43
60.6061,46
59.8802,47
59.8802,39
62.8931,40
60.6061,44
58.4795,44
58.4795,44
59.5238,43
61.3497,39
62.8931,43
59.8802,40
62.5,40
62.5,42
58.4795,46
58.1395,43
60.241,47
58.8235,40
61.7284,41
60.6061,40
59.5238,40
61.3497,44
58.1395,45
58.1395,45
59.5238,47
59.5238,40
60.9756,41
62.5,40
59.5238,43
59.1716,44
58.8235,50
56.4972,44
60.241,45
60.241,41
61.3497,44
60.9756,45
58.4795,44
58.8235,42
59.5238,44
59.5238,43
60.241,44
62.1118,44
59.8802,44
60.241,44
58.8235,45
59.8802,44
60.241,44
59.8802,45
59.1716,41
61.3497,41
60.6061,45
59.8802,46
59.5238,47
58.8235,47
58.8235,42
60.6061,40
61.3497,44
59.8802,44
60.241,43
59.1716,45
58.8235,41
61.3497,44
60.6061,41
62.5,44
60.9756,47
58.4795,48
57.4713,44
60.241,44
59.8802,45
59.5238,44
60.241,44
58.8235,46
59.5238,46
58.1395,42
60.9756,44
61.3497,41
62.5,46
59.1716,45
59.8802,47
59.1716,44
59.8802,45
59.8802,40
62.1118,41
61.7284,45
59.1716,47
58.8235,46
58.1395,45
60.6061,44
60.241,41
62.1118,40
61.3497,41
61.3497,44
58.4795,47
58.1395,50
58.1395,44
60.9756,44
60.9756,40
61.7284,39
61.7284,41
59.8802,42
59.5238,50
56.8182,46
59.5238,42
61.3497,46
60.9756,40
50.7614,44
54.0541,45
53.1915,44
53.1915,40
54.9451,40
55.2486,41
57.4713,40
56.1798,45
54.0541,46
54.9451,49
63.2911,43
60.9756,44
59.8802,39
61.7284,41
59.8802,42
59.1716,46
58.1395,44
58.4795,47
59.1716,42
61.3497,44
61.7284,45
59.1716,40
61.7284,43
58.4795,41
59.8802,39
60.9756,43
60.9756,46
59.5238,42
61.3497,43
59.1716,44
60.241,39
62.1118,40
59.8802,41
60.9756,44
58.8235,46
57.4713,51
57.4713,44
60.6061,44
59.5238,41
61.3497,44
59.8802,44
58.1395,45
58.4795,44
58.8235,44
59.8802,47
59.8802,44
62.5,47
59.1716,44
60.241,42
59.5238,45
59.8802,47
59.1716,40
61.7284,42
60.9756,41
61.3497,44
60.9756,51
57.8035,50
58.8235,44
59.8802,45
58.8235,40
61.3497,45
60.6061,43
58.8235,46
58.4795,46
58.1395,46
59.1716,43
62.8931,41
63.2911,46
59.1716,47
59.5238,47
57.8035,44
60.241,41
60.9756,40
62.1118,41
61.7284,43
61.3497,48
57.8035,47
57.8035,44
60.6061,44
60.9756,41
62.1118,41
61.3497,44
58.8235,46
57.8035,47
58.1395,44
59.5238,44
61.3497,42
62.1118,41
61.3497,45
59.5238,48
57.4713,49
57.1429,44
59.8802,43
61.3497,39
62.8931,39
61.7284,44
60.241,50
57.1429,45
58.4795,45
60.241,43
62.1118,40
63.2911,47
59.1716,44
59.5238,44
58.1395,47
57.4713,43
60.6061,44
62.1118,40
62.1118,42
60.6061,46
58.8235,47
57.8035,44
60.9756,44
59.8802,40
61.3497,40
62.5,44
59.5238,47
59.1716,47
57.4713,42
60.241,44
60.6061,40
62.5,40
61.3497,47
59.1716,47
57.8035,47
57.4713,45
59.8802,44
60.9756,42
61.7284,47
58.4795,44
60.241,46
57.8035,47
57.8035,40
62.5,39
62.8931,40
62.8931,47
59.1716,44
59.8802,47
58.4795,47
59.8802,46
59.1716,41
62.1118,40
62.5,41
59.5238,45
58.1395,46
57.4713,46
60.241,43
60.6061,42
61.7284,39
62.8931,42
61.7284,44
58.8235,44
58.4795,46
58.4795,43
60.6061,43
61.3497,40
62.5,44
59.5238,44
59.1716,43
58.8235,47
58.1395,44
59.8802,44
60.241,45
60.241,44
59.1716,44
59.5238,44
58.4795,44
59.8802,44
59.8802,40
60.9756,41
62.1118,44
60.241,50
57.8035,46
59.5238,45
60.241,44
60.241,41
60.9756,44
59.8802,44
60.241,45
58.1395,43
59.5238,41
60.9756,39
64.1026,40
62.5,44
60.241,42
60.6061,49
57.1429,46
59.5238,44
59.8802,45
60.241,41
60.241,41
59.8802,44
58.1395,47
57.4713,46
59.1716,43
59.8802,44
62.1118,40
62.1118,41
61.3497,45
59.8802,50
57.1429,46
58.4795,43
60.6061,46
60.241,40
62.5,39
61.3497,42
60.6061,47
57.8035,47
57.8035,45
59.8802,47
61.3497,40
62.1118,40
60.9756,44
60.9756,46
57.8035,45
57.8035,43
59.8802,44
60.9756,40
62.5,47
59.5238,46
60.241,44
58.4795,45
58.4795,41
60.9756,39
62.5,51
58.1395,46
58.8235,47
58.8235,49
57.1429,51
58.4795,44
60.6061,44
60.241,44
60.241,43
59.1716,45
58.1395,47
61.3497,46
59.8802,47
60.241,46
60.6061,41
63.6943,42
60.9756,43
60.241,46
59.1716,46
59.1716,45
59.8802,44
60.9756,41
62.1118,44
60.9756,46
59.8802,47
58.1395,46
58.4795,44
59.5238,45
60.6061,41
61.7284,46
59.5238,45
59.8802,49
56.8182,47
58.8235,42
61.7284,44
60.6061,41
61.7284,40
61.3497,44
60.241,44
58.8235,44
60.6061,50
58.1395,42
62.8931,45
60.6061,41
60.6061,44
60.241,41
59.8802,40
60.241,43
60.241,46
59.1716,47
59.1716,47
60.9756,48
57.8035,41
61.7284,44
58.8235,44
59.8802,44
59.1716,43
58.8235,44
59.5238,46
60.241,46
60.241,45
60.9756,47
60.6061,47
57.8035,47
58.8235,45
59.8802,48
58.4795,46
59.1716,46
59.5238,45
60.241,47
59.8802,47
59.1716,46
60.241,44
61.3497,44
61.3497,40
61.3497,43
62.1118,45
60.241,45
59.8802,45
59.8802,41
62.1118,39
62.8931,39
62.5,45
59.5238,43
60.241,45
58.4795,46
58.8235,42
60.6061,44
60.6061,41
61.7284,44
58.8235,44
58.1395,50
56.4972,50
58.1395,47
58.4795,45
60.241,44
60.6061,41
60.6061,43
60.6061,47
57.8035,46
59.1716,44
60.241,44
62.1118,43
62.1118,46
60.6061,43
60.6061,47
58.8235,44
58.8235,41
60.6061,45
60.9756,41
62.1118,44
59.8802,49
58.1395,46
59.5238,46
59.8802,45
59.1716,44
61.3497,43
60.6061,46
58.1395,45
59.8802,44
58.8235,41
60.9756,44
62.1118,44
60.6061,43
60.6061,44
60.6061,50
57.8035,46
58.8235,47
59.8802,44
60.241,40
61.3497,42
59.8802,44
59.8802,46
59.1716,47
59.1716,47
58.8235,42
62.8931,43
61.3497,44
60.9756,40
61.3497,44
58.8235,50
57.1429,46
59.1716,47
59.8802,46
60.241,44
60.9756,41
60.241,44
59.5238,46
59.1716,51
56.4972,44
59.8802,44
62.1118,51
58.4795,42
61.7284,46
59.8802,44
60.241,44
59.1716,40
61.3497,41
62.1118,41
63.6943,44
59.5238,44
60.241,47
61.3497,46
58.4795,44
60.9756,39
61.7284,46
59.1716,47
57.8035,44
58.8235,42
59.5238,47
59.5238,46
59.1716,43
61.3497,44
60.9756,43
60.241,42
58.8235,44
60.9756,44
60.9756,44
59.8802,44
59.5238,47
59.8802,44
60.6061,41
60.6061,41
60.9756,43
59.8802,44
59.5238,50
57.8035,47
58.8235,47
59.1716,47
58.8235,44
60.9756,45
59.8802,45
58.8235,44
58.8235,47
58.8235,45
59.5238,40
63.6943,40
62.5,40
62.5,43
61.3497,50
58.1395,50
58.1395,44
60.241,44
59.8802,41
62.1118,41
61.3497,45
58.4795,50
56.8182,47
57.4713,47
58.8235,47
60.9756,44
62.1118,41
61.3497,44
60.241,47
57.8035,50
57.1429,47
59.1716,46
61.3497,41
62.5,44
60.9756,45
60.6061,47
59.1716,46
58.1395,42
60.6061,47
60.241,44
62.1118,41
62.1118,44
60.9756,50
56.8182,50
57.8035,47
59.5238,43
61.3497,40
62.1118,44
59.5238,42
61.3497,44
59.8802,47
58.1395,41
60.9756,44
62.1118,44
62.5,45
60.6061,50
57.4713,50
56.8182,47
58.8235,46
58.8235,45
59.8802,44
60.9756,46
58.1395,50
58.1395,50
57.8035,46
59.5238,44
62.5,44
62.1118,40
62.1118,47
59.8802,50
58.1395,46
59.1716,44
60.6061,45
61.7284,40
63.6943,45
60.6061,44
59.8802,44
59.8802,44
59.1716,44
60.9756,44
62.1118,41
62.1118,46
59.5238,49
58.4795,47
57.8035,45
59.8802,46
59.1716,51
57.8035,44
59.8802,44
59.8802,46
59.1716,46
58.1395,43
60.9756,40
63.2911,41
62.1118,42
60.9756,43
61.3497,47
61.3497,42
60.6061,43
60.6061,40
62.5,44
60.6061,42
60.241,44
58.8235,42
59.5238,45
59.1716,43
59.8802,42
61.3497,45
59.1716,47
58.4795,46
57.8035,43
60.241,46
58.4795,40
61.3497,42
60.241,42
60.9756,43
59.5238,48
58.4795,46
59.5238,43
61.3497,43
61.3497,39
61.7284,44
60.9756,44
58.8235,42
59.8802,44
59.1716,42
60.9756,40
62.8931,39
62.5,40
61.3497,43
59.8802,50
56.1798,47
58.8235,44
59.8802,46
58.4795,43
59.8802,44
59.1716,46
57.8035,49
56.4972,47
57.4713,44
59.5238,42
62.8931,41
62.5,40
61.3497,43
60.9756,47
59.1716,47
58.8235,44
60.9756,44
62.1118,41
62.1118,43
60.241,47
58.4795,46
58.1395,46
57.8035,47
58.8235,44
60.9756,43
61.3497,40
60.9756,43
59.8802,46
58.4795,47
58.8235,46
60.241,42
61.3497,40
62.5,44
60.9756,43
60.241,45
59.5238,42
59.5238,41
61.3497,40
62.1118,41
62.1118,41
61.7284,45
59.1716,47
57.4713,47
58.8235,43
60.241,43
60.241,40
60.6061,40
60.241,44
58.4795,45
58.4795,46
58.4795,43
60.6061,43
61.3497,40
62.8931,44
59.5238,41
60.6061,46
58.1395,45
57.8035,42
60.6061,42
61.3497,41
61.7284,39
61.3497,44
52.6316,52
55.8659,46
59.1716,46
58.8235,43
60.9756,43
60.9756,40
60.9756,46
58.4795,46
58.1395,46
57.8035,44
69.4444,42
63.6943,40
62.5,44
60.6061,49
57.8035,44
59.5238,43
58.8235,43
60.6061,40
62.5,39
62.1118,40
61.7284,41
60.6061,44
58.4795,46
59.1716,44
62.1118,43
60.6061,44
59.8802,44
60.241,44
58.4795,46
57.8035,45
58.1395,43
59.1716,43
60.241,45
60.6061,41
60.6061,39
60.9756,40
61.3497,45
59.5238,46
59.1716,47
59.8802,50
58.1395,41
60.6061,40
61.3497,39
62.1118,40
60.6061,47
57.8035,46
57.8035,47
59.1716,44
60.9756,44
60.9756,40
63.6943,44
59.1716,44
58.4795,43
58.4795,44
58.8235,44
60.9756,44
60.6061,47
60.241,47
58.8235,44
59.8802,41
59.8802,43
59.8802,46
59.1716,50
57.8035,46
58.8235,44
59.8802,44
60.241,39
62.5,41
62.1118,46
59.1716,49
57.1429,49
58.1395,44
60.9756,46
61.3497,43
61.3497,47
59.1716,47
58.8235,44
58.4795,47
58.1395,40
62.1118,43
62.1118,41
63.2911,41
60.9756,43
60.6061,47
58.8235,50
58.8235,42
61.7284,44
60.241,40
62.5,39
60.6061,45
59.5238,46
57.8035,47
57.8035,47
59.1716,44
60.9756,40
63.6943,40
60.9756,45
59.5238,46
57.8035,47
57.4713,46
59.5238,44
60.9756,40
62.8931,41
62.1118,42
60.6061,47
57.8035,47
57.4713,46
59.5238,43
61.3497,40
62.5,43
60.9756,44
60.241,47
57.4713,47
57.8035,45
59.1716,44
60.9756,40
62.5,45
60.6061,47
58.4795,44
58.4795,44
59.8802,41
60.9756,40
62.5,41
62.5,41
61.3497,43
60.241,47
57.8035,46
59.5238,44
60.9756,45
59.8802,41
60.9756,43
59.1716,45
58.4795,47
57.8035,45
58.4795,44
59.5238,40
62.5,40
62.1118,41
61.3497,47
59.1716,46
58.1395,43
60.241,44
60.241,41
62.1118,41
61.7284,41
61.3497,43
58.8235,45
58.4795,46
58.1395,46
60.241,44
60.6061,44
59.5238,40
60.9756,42
59.8802,45
58.4795,46
58.1395,46
58.8235,44
60.241,46
59.8802,45
60.6061,41
61.3497,44
59.8802,45
58.8235,47
58.1395,46
59.1716,44
60.9756,41
62.1118,46
59.1716,47
59.8802,46
59.5238,43
59.1716,47
59.1716,44
60.241,42
61.7284,46
60.6061,44
59.8802,46
58.1395,43
61.3497,44
60.9756,43
60.9756,44
59.8802,43
60.9756,44
59.8802,50
57.4713,47
59.5238,44
59.8802,47
59.8802,41
60.6061,46
59.1716,43
59.8802,44
59.8802,43
60.241,44
60.241,41
63.2911,40
62.5,39
61.7284,47
59.8802,47
57.8035,47
59.8802,45
59.5238,44
59.8802,40
60.9756,40
61.3497,41
59.8802,45
58.4795,47
57.4713,47
59.8802,45
60.9756,44
60.9756,41
61.3497,43
60.241,44
58.8235,47
57.4713,44
58.8235,41
61.3497,43
61.3497,41
62.5,44
60.241,47
58.8235,46
58.4795,44
59.8802,44
59.8802,40
62.5,41
61.3497,46
58.1395,45
59.1716,47
57.8035,43
60.241,43
61.3497,41
61.7284,44
59.8802,43
60.241,43
59.1716,42
59.1716,39
62.5,41
61.7284,44
60.9756,44
59.5238,47
58.8235,46
58.1395,43
60.241,47
58.8235,44
59.5238,41
60.6061,47
57.4713,47
57.8035,46
59.1716,45
59.8802,44
60.9756,40
62.1118,47
58.8235,42
61.3497,47
59.1716,43
59.1716,46
60.241,44
61.3497,44
60.9756,39
62.1118,45
59.8802,43
58.8235,44
60.9756,41
60.9756,44
60.9756,39
61.7284,44
60.9756,44
59.8802,49
58.1395,45
58.1395,43
60.6061,44
59.8802,46
59.1716,47
57.8035,44
59.8802,44
58.1395,45
59.5238,44
59.8802,46
60.9756,45
59.8802,44
59.5238,43
59.8802,47
59.8802,40
62.5,41
60.9756,44
60.241,43
60.6061,45
59.5238,47
59.8802,43
60.241,43
60.241,41
61.3497,44
60.9756,44
58.4795,47
58.1395,46
59.1716,46
58.8235,44
60.6061,41
62.1118,44
59.8802,44
59.8802,42
59.5238,43
60.241,41
61.3497,44
60.9756,41
61.7284,43
60.9756,46
59.1716,45
58.4795,44
60.241,44
59.8802,39
60.9756,40
61.3497,44
58.8235,45
59.5238,46
58.4795,43
60.241,44
60.6061,40
62.1118,39
61.7284,47
58.8235,47
57.4713,46
57.8035,43
60.241,44
60.6061,41
61.7284,43
59.8802,47
59.1716,44
58.4795,43
58.4795,41
62.5,40
62.1118,40
62.1118,44
59.8802,46
59.1716,45
58.1395,43
60.241,43
60.9756,41
60.9756,45
59.5238,43
59.1716,47
57.8035,50
56.8182,44
59.8802,44
60.6061,44
60.9756,40
60.9756,44
59.8802,50
57.1429,50
58.1395,42
60.241,47
60.241,43
62.1118,41
60.9756,45
59.8802,47
58.8235,50
56.4972,45
59.8802,44
62.1118,40
63.6943,45
59.1716,45
60.6061,43
60.241,47
58.1395,40
61.7284,41
62.1118,45
62.1118,44
60.241,47
58.8235,50
56.8182,44
60.241,45
59.8802,41
60.6061,44
60.9756,43
58.8235,47
58.1395,45
59.8802,46
59.1716,43
61.3497,40
63.6943,39
61.7284,45
60.241,44
59.1716,43
60.241,44
59.8802,40
62.5,41
61.3497,40
62.1118,41
60.9756,44
58.4795,47
57.4713,47
59.1716,44
59.8802,45
59.5238,41
60.9756,41
59.5238,45
58.8235,44
58.8235,45
58.1395,44
60.241,42
61.3497,43
61.3497,41
61.3497,43
60.241,43
59.1716,46
58.4795,43
60.241,46
59.1716,40
62.5,43
59.8802,43
59.5238,44
59.8802,44
58.8235,43
60.241,44
59.8802,43
60.9756,44
59.8802,47
59.8802,44
58.4795,44
59.8802,44
60.241,44
59.8802,44
59.8802,41
60.9756,44
59.8802,41
60.6061,45
59.8802,50
58.8235,46
59.1716,44
60.241,44
59.8802,39
61.7284,40
61.7284,43
59.1716,47
58.8235,47
58.1395,45
59.8802,47
60.9756,41
62.1118,44
59.8802,47
58.8235,45
58.1395,44
58.4795,40
60.9756,44
61.3497,41
62.1118,44
60.241,46
60.6061,46
58.1395,44
59.8802,47
60.241,39
62.1118,40
61.3497,44
58.8235,46
59.1716,47
57.8035,47
59.1716,47
59.5238,39
62.5,44
59.8802,44
60.9756,44
58.1395,44
58.8235,44
59.8802,40
62.1118,43
61.3497,44
60.6061,50
58.8235,49
56.4972,44
60.241,46
58.8235,40
61.3497,42
60.6061,44
59.8802,46
57.8035,47
58.8235,44
60.241,45
61.3497,40
63.2911,46
59.1716,42
61.3497,43
59.1716,46
58.4795,43
60.241,44
60.9756,43
60.9756,44
59.8802,46
59.8802,45
58.4795,43
60.9756,46
59.1716,40
60.9756,39
62.5,43
60.241,45
59.5238,46
59.5238,45
59.8802,39
62.8931,40
62.1118,39
61.3497,43
60.9756,44
58.8235,47
57.4713,43
59.8802,40
62.1118,39
62.5,39
62.1118,40
59.8802,44
58.4795,49
56.8182,46
58.8235,43
60.241,43
61.3497,39
61.3497,39
60.241,44
58.1395,44
58.1395,47
57.4713,44
59.8802,44
61.7284,39
62.5,41
60.6061,42
59.8802,43
58.4795,46
57.1429,43
60.241,43
60.6061,39
62.5,43
60.241,43
60.241,43
58.8235,44
58.8235,46
59.1716,46
59.1716,43
61.3497,42
60.6061,46
58.8235,43
58.8235,44
59.8802,43
60.241,43
59.8802,43
60.6061,43
60.9756,39
62.5,40
61.3497,40
60.6061,46
59.8802,46
59.1716,45
59.5238,43
59.8802,44
59.8802,39
61.3497,43
59.8802,43
58.8235,43
58.8235,46
57.8035,39
62.8931,39
62.5,39
62.1118,39
61.7284,43
60.241,45
57.8035,46
59.1716,43
59.8802,43
59.8802,40
62.5,39
59.8802,40
59.5238,43
58.8235,46
57.4713,45
59.1716,44
60.6061,44
60.6061,40
60.9756,44
59.8802,43
58.8235,43
58.4795,43
59.1716,40
60.9756,40
62.1118,41
61.7284,40
61.3497,43
60.241,50
56.8182,46
59.1716,46
58.8235,46
58.8235,40
60.9756,43
58.8235,44
58.8235,46
58.1395,50
56.4972,50
57.8035,46
61.3497,44
60.6061,41
62.1118,44
60.9756,42
58.8235,50
57.8035,47
58.8235,46
59.8802,46
61.3497,40
63.6943,46
59.8802,45
51.0204,59
54.0541,49
56.8182,44
59.8802,44
62.1118,39
62.8931,47
59.8802,50
58.8235,46
57.8035,47
59.8802,46
71.9425,40
67.5676,45
62.8931,44
59.8802,44
59.8802,48
57.1429,41
61.7284,39
64.1026,40
62.1118,44
60.9756,43
60.9756,50
56.8182,47
59.5238,47
58.8235,44
60.241,44
61.3497,43
59.5238,44
58.4795,46
58.1395,47
58.8235,48
58.4795,44
62.1118,44
60.9756,40
62.8931,40
60.9756,46
59.1716,44
59.8802,47
58.8235,46
59.8802,45
60.9756,41
62.5,46
59.1716,45
59.8802,47
57.4713,43
59.1716,47
59.8802,46
59.1716,43
61.3497,43
61.3497,43
60.6061,43
59.1716,44
60.6061,46
59.5238,46
60.241,44
59.8802,43
61.3497,43
60.9756,40
61.3497,39
60.9756,40
60.6061,47
58.8235,47
59.1716,46
59.5238,47
59.8802,44
59.8802,43
59.5238,44
59.8802,40
59.8802,43
58.8235,47
58.1395,50
58.8235,45
60.6061,48
59.5238,42
61.7284,40
61.3497,47
59.1716,47
58.8235,47
57.4713,44
59.8802,44
60.9756,43
62.5,47
59.5238,46
60.9756,43
59.5238,47
57.8035,44
60.9756,40
62.1118,41
62.5,42
60.6061,44
59.8802,47
58.8235,47
59.8802,46
59.5238,47
58.8235,41
62.1118,40
60.9756,42
59.8802,44
58.8235,46
58.4795,46
59.1716,44
60.9756,44
60.9756,39
62.8931,40
62.5,40
59.8802,44
59.1716,50
57.1429,49
57.8035,44
60.6061,47
59.8802,40
60.9756,40
61.3497,39
60.241,46
57.8035,45
58.4795,46
59.1716,43
62.5,42
62.8931,40
61.7284,40
62.1118,40
60.241,44
58.8235,47
57.1429,46
59.8802,44
60.6061,46
59.8802,43
59.8802,40
60.6061,43
58.8235,47
58.1395,46
58.1395,46
59.1716,46
60.6061,40
62.5,40
61.3497,40
62.5,43
60.241,44
58.8235,44
59.8802,47
59.8802,39
62.5,40
62.5,39
62.1118,40
59.8802,42
59.1716,46
57.8035,43
59.8802,46
59.5238,40
61.3497,44
60.9756,40
59.5238,41
59.5238,46
57.8035,50
56.8182,44
59.5238,47
59.5238,40
60.9756,41
61.7284,41
59.5238,46
59.1716,46
58.1395,49
56.8182,44
60.6061,44
62.1118,43
60.241,46
60.241,44
58.8235,43
59.1716,43
59.5238,43
61.3497,46
59.8802,44
62.5,44
60.241,43
60.241,44
59.8802,44
60.9756,43
60.241,44
59.8802,41
60.6061,40
60.9756,47
59.8802,47
58.8235,46
59.1716,43
59.8802,43
60.241,41
60.9756,43
59.8802,43
60.241,43
59.1716,43
58.8235,41
62.1118,39
62.5,39
62.5,40
61.3497,43
59.8802,46
58.1395,46
59.1716,46
58.8235,46
58.8235,41
60.9756,44
58.8235,46
57.8035,47
57.4713,47
57.4713,42
60.241,43
61.3497,39
62.1118,39
62.5,43
61.3497,45
58.4795,45
59.5238,43
61.3497,43
61.3497,39
62.8931,43
59.8802,46
58.8235,44
58.4795,43
58.8235,39
61.3497,39
62.1118,39
62.1118,40
60.9756,43
59.8802,46
57.8035,45
58.8235,44
60.6061,44
60.241,40
60.9756,40
59.5238,41
59.5238,44
58.4795,50
56.8182,47
