FPS,LATENCY (MS)
30.3951,55
30.4878,58
29.9401,58
29.8507,57
29.8507,60
29.7619,61
29.5858,57
30.303,56
30.03,57
30.03,56
29.9401,56
29.9401,57
30.1205,56
30.1205,60
29.7619,60
30.03,56
30.3951,53
30.3951,53
30.2115,53
30.303,53
30.303,56
29.9401,59
29.7619,60
29.6736,59
30.03,68
29.2398,56
29.9401,52
30.03,53
30.03,53
30.03,54
29.8507,57
29.9401,61
29.8507,59
30.03,59
30.03,58
30.9598,54
30.2115,57
29.5858,54
29.8507,56
29.6736,61
29.4118,57
29.9401,57
30.303,57
30.2115,58
30.1205,57
30.03,57
29.7619,61
29.6736,61
29.4985,57
29.9401,54
30.581,57
30.1205,58
29.9401,54
30.303,57
30.1205,54
30.303,61
29.6736,58
30.303,53
30.6748,56
30.1205,57
29.8507,54
30.2115,56
30.1205,56
29.7619,57
29.9401,56
29.8507,59
30.1205,56
30.1205,54
29.9401,56
29.9401,57
29.9401,56
29.7619,56
30.03,59
29.7619,56
30.03,56
29.9401,56
30.303,56
30.03,56
29.7619,56
30.03,56
30.03,59
29.6736,56
30.03,53
30.581,55
30.03,68
28.9855,53
30.303,56
29.9401,60
29.6736,60
29.6736,56
30.03,53
30.6748,53
30.303,53
29.9401,56
30.03,56
31.0559,59
29.4118,59
29.7619,56
30.3951,53
30.581,53
30.303,56
29.6736,55
29.6736,59
29.4985,60
29.6736,56
30.03,58
30.1205,53
30.4878,56
29.9401,56
29.7619,60
29.4118,56
30.03,56
30.03,56
30.303,56
30.303,53
30.303,57
30.1205,56
29.7619,59
29.7619,59
29.6736,56
30.303,53
30.303,56
29.9401,53
30.2115,56
30.03,57
29.6736,59
29.7619,56
30.03,57
30.2115,56
30.303,56
30.03,53
30.03,56
30.03,56
29.6736,57
29.9401,56
30.03,56
30.303,58
29.8507,56
30.03,56
30.03,57
29.8507,60
29.3255,64
29.3255,56
30.03,57
29.9401,69
28.9017,57
29.8507,61
29.6736,53
30.303,54
30.1205,57
29.9401,60
29.9401,59
30.3951,60
29.6736,53
30.3951,53
31.4465,53
30.3951,56
30.3951,60
29.3255,60
29.4118,60
29.8507,60
30.03,53
30.4878,54
30.581,53
29.8507,57
29.6736,60
29.4118,63
29.4118,64
29.6736,61
30.03,55
30.4878,58
30.2115,56
29.8507,61
29.4118,59
29.4985,56
30.03,58
30.2115,57
30.4878,57
30.6748,55
30.581,57
29.7619,61
29.7619,57
29.8507,57
30.303,54
30.581,57
29.9401,57
29.9401,57
30.1205,59
29.7619,57
29.7619,60
29.7619,60
30.03,57
30.03,56
30.1205,56
29.7619,57
30.03,57
30.03,60
29.5858,57
30.2115,53
30.3951,57
30.2115,54
30.581,61
29.6736,57
29.8507,57
29.9401,72
28.7356,56
30.1205,57
30.3951,57
30.03,60
29.3255,60
29.7619,57
29.7619,60
30.03,60
29.7619,54
30.303,54
31.6456,53
30.303,54
30.303,57
29.9401,60
29.9401,60
29.9401,60
29.6736,61
29.9401,54
30.581,57
29.6736,57
29.7619,56
29.6736,57
29.6736,60
29.7619,61
30.03,58
30.2115,58
30.2115,54
30.581,56
29.7619,60
29.6736,59
29.7619,55
30.03,58
29.9401,56
30.303,57
30.303,54
30.3951,57
30.1205,57
29.7619,59
29.7619,58
30.303,56
30.303,56
30.03,58
30.03,60
29.6736,57
30.03,56
29.8507,57
29.8507,61
29.6736,61
29.8507,56
30.1205,57
29.8507,55
30.1205,54
30.303,57
30.303,57
30.03,60
29.5858,61
29.7619,56
30.3951,57
30.303,56
30.03,70
28.9855,60
29.4985,57
29.6736,58
29.9401,56
30.03,57
30.303,56
30.3951,56
30.03,57
30.03,58
29.8507,57
31.1526,57
30.303,58
30.03,57
30.03,57
29.8507,57
30.03,57
29.9401,57
29.9401,60
29.6736,60
29.7619,56
30.1205,57
30.03,57
30.03,61
29.6736,58
30.03,57
29.9401,58
29.9401,58
29.9401,57
30.2115,57
30.303,58
29.8507,57
29.9401,58
29.9401,58
30.303,61
29.6736,58
29.9401,57
30.1205,61
29.6736,58
30.03,57
30.03,56
30.1205,57
30.03,60
29.7619,57
30.03,57
30.3951,55
30.1205,56
30.03,56
30.4878,56
30.1205,59
29.7619,56
29.9401,56
30.03,59
30.1205,59
29.7619,60
29.6736,57
29.9401,56
29.9401,60
29.5858,56
30.03,60
29.8507,68
28.9855,60
29.6736,60
29.9401,60
29.9401,57
30.303,54
30.303,57
29.9401,56
30.3951,58
29.8507,61
30.03,57
31.0559,57
30.303,58
30.2115,57
30.2115,57
30.03,57
29.7619,56
30.1205,57
29.9401,57
30.1205,57
30.2115,60
29.7619,58
29.9401,57
30.03,54
30.3951,56
29.9401,54
30.2115,58
29.8507,54
30.2115,60
29.5858,61
29.7619,63
29.6736,57
29.9401,57
29.9401,60
29.4118,53
30.3951,56
29.8507,56
30.1205,59
29.5858,56
30.3951,56
30.3951,56
30.6748,56
30.2115,56
30.1205,57
30.303,58
29.5858,60
29.5858,61
29.5858,56
30.303,56
30.03,57
29.9401,56
29.9401,57
29.8507,61
29.5858,58
29.9401,57
30.03,60
30.03,58
30.303,61
29.4985,64
29.3255,61
29.6736,70
28.8184,57
30.03,58
30.303,57
30.03,57
30.03,57
30.303,56
30.1205,57
30.3951,58
30.581,56
30.3951,58
31.1526,58
29.9401,57
30.03,57
30.03,56
30.1205,57
29.9401,56
30.03,58
29.9401,57
30.03,56
30.03,56
30.1205,57
30.03,57
30.03,58
29.9401,57
29.8507,57
30.03,58
29.8507,60
29.7619,58
29.9401,57
29.9401,57
29.9401,61
29.6736,58
29.9401,57
30.03,57
30.03,58
29.9401,60
29.0698,61
29.9401,58
30.03,54
30.1205,55
30.2115,58
30.2115,57
30.03,61
29.6736,64
29.4118,60
29.7619,58
30.9598,57
30.303,54
30.303,57
29.7619,55
29.9401,57
30.1205,64
29.4118,60
30.03,60
30.2115,54
30.4878,54
30.303,57
30.03,61
29.4118,58
30.03,68
28.8184,64
29.4118,55
30.8642,57
30.303,57
30.3951,60
29.4985,59
29.5858,61
29.6736,56
30.3951,57
29.9401,54
31.4465,55
30.8642,57
29.7619,60
29.6736,61
29.6736,60
30.03,57
30.1205,58
30.303,57
29.9401,57
30.03,58
29.6736,60
29.4985,58
29.9401,60
30.03,57
30.303,54
30.4878,60
29.7619,56
30.1205,57
30.03,56
30.1205,56
30.1205,57
30.303,55
30.2115,56
30.3951,59
29.7619,59
29.5858,60
30.03,56
29.9401,56
30.03,53
30.303,57
29.9401,56
30.03,59
29.5858,56
29.9401,56
30.303,53
30.581,53
30.6748,57
29.9401,57
29.9401,59
29.4985,61
29.5858,60
29.6736,61
29.9401,60
29.6736,58
29.8507,61
29.3255,55
29.8507,57
30.03,58
29.9401,57
30.2115,68
29.4118,58
30.2115,57
30.303,60
30.03,57
30.1205,58
30.303,57
29.7619,61
29.6736,56
30.1205,56
30.03,57
31.0559,56
30.1205,60
29.7619,57
30.2115,57
29.9401,57
30.03,61
29.6736,57
30.303,56
30.03,58
29.8507,57
29.9401,57
29.9401,57
30.2115,56
30.1205,57
30.03,58
29.9401,57
30.303,57
30.03,62
29.4985,58
29.9401,56
30.1205,57
29.9401,57
30.03,57
29.9401,57
29.9401,57
30.03,58
29.9401,57
30.03,60
30.1205,57
30.1205,56
30.03,57
30.03,60
29.7619,57
30.03,57
30.03,57
30.03,56
30.2115,56
30.03,56
30.3951,56
30.1205,56
29.9401,56
30.1205,56
30.303,57
29.9401,56
30.1205,61
29.6736,60
29.5858,57
29.9401,54
30.2115,54
30.1205,72
28.6533,61
29.5858,60
29.6736,57
30.03,57
29.9401,60
30.03,57
29.0698,56
30.1205,57
29.6736,57
29.7619,57
31.4465,60
30.03,56
30.3951,61
29.6736,56
30.03,58
30.2115,58
31.25,57
29.8507,60
29.6736,58
29.9401,57
29.8507,57
30.303,58
29.8507,57
30.303,56
30.03,61
29.7619,57
30.03,57
30.03,57
30.2115,61
29.6736,58
30.03,60
29.6736,57
30.03,58
29.9401,57
29.8507,57
30.303,57
30.03,57
29.9401,61
29.7619,65
29.5858,60
29.7619,59
30.1205,59
29.8507,61
29.6736,58
29.9401,57
30.03,64
29.3255,61
29.6736,58
30.303,57
30.7692,58
30.2115,61
29.8507,57
30.1205,61
30.03,60
29.7619,58
29.9401,57
30.6748,57
30.3951,62
29.6736,57
30.03,67
29.1545,57
30.3951,58
29.9401,56
30.4878,57
30.3951,58
29.9401,62
29.5858,58
29.9401,57
30.303,59
29.8507,57
30.9598,57
29.9401,61
29.7619,58
29.7619,57
29.8507,58
30.03,56
30.4878,58
29.9401,59
29.9401,55
30.303,61
29.6736,58
29.9401,60
30.03,59
29.9401,57
30.1205,57
30.03,57
29.9401,61
29.7619,61
29.7619,54
30.1205,58
30.303,53
30.3951,57
30.303,56
30.303,56
30.03,60
29.7619,57
30.03,57
30.303,56
30.3951,56
29.8507,61
29.7619,57
29.6736,60
29.7619,56
29.9401,54
30.2115,54
30.581,56
30.03,56
30.1205,60
29.7619,56
29.9401,57
30.303,57
30.03,56
30.303,57
29.9401,61
29.4118,56
29.7619,56
30.03,56
29.9401,57
30.2115,57
29.9401,73
28.6533,58
29.8507,57
29.9401,60
29.7619,56
30.3951,56
30.03,55
30.1205,53
30.303,53
30.3951,58
29.9401,56
31.5457,64
29.4985,58
29.9401,57
30.2115,58
29.8507,58
29.8507,56
29.8507,56
29.7619,58
29.5858,57
30.03,57
29.9401,57
30.581,57
30.03,56
30.1205,57
30.1205,60
29.7619,64
29.3255,58
29.8507,57
30.03,58
29.9401,57
29.9401,57
30.03,58
29.9401,57
29.8507,64
29.3255,58
30.2115,54
30.8642,60
26.9542,64
29.4118,55
30.303,60
29.7619,57
30.03,58
30.03,60
29.7619,60
30.303,58
30.03,60
29.4118,58
33.7838,57
30.4878,58
29.6736,57
