fps,latency(ms)
25,67
22.6757,60
25.641,67
22.7273,60
23.2019,61
23.2019,64
22.8311,61
22.9885,63
22.6244,61
24.9377,60
24.8756,61
27.6243,63
26.9542,61
30.581,60
29.8507,60
29.9401,61
30.2115,61
29.8507,61
30.2115,64
26.9542,60
27.1739,60
27.1739,63
27.1739,64
24.7525,60
24.9377,63
22.8311,64
22.8311,63
22.8833,61
22.9885,60
25.1256,60
24.9377,60
24.9377,67
24.6305,61
27.3973,61
24.8756,60
27.3973,61
27.3973,61
27.3224,60
24.9377,60
24.9377,61
22.9358,60
22.9885,64
23.2019,65
22.779,61
22.9885,61
22.9358,61
22.9885,64
22.8311,65
22.779,64
22.779,64
24.7525,64
24.6914,74
24.3309,64
24.9377,64
26.9542,71
26.5252,67
26.738,65
27.1739,64
29.9401,64
29.9401,68
26.8817,64
27.1739,64
27.933,64
27.1739,64
24.8756,70
24.9377,68
24.8756,67
24.7525,69
24.6305,65
24.8139,64
27.4725,65
27.1003,64
27.1739,67
26.9542,70
29.4118,63
30.4878,64
30.2115,62
30.3951,61
30.581,64
29.9401,74
28.9855,68
29.6736,61
30.1205,61
30.4878,61
30.7692,61
30.1205,61
30.2115,61
29.9401,61
29.9401,64
29.9401,65
30.7692,64
30.2115,61
29.9401,60
29.9401,64
29.5858,63
29.6736,61
29.8507,61
29.8507,60
29.8507,61
30.1205,62
30.1205,64
27.1739,61
27.1739,65
24.6305,60
25.0627,62
25,61
24.9377,62
22.9885,64
22.8311,65
21.1864,65
21.2314,62
23.1481,73
22.3714,61
23.1481,62
21.322,62
21.3675,65
19.7628,65
19.7628,62
18.7617,63
20.0401,62
20.0401,66
18.5185,66
18.9394,68
19.6464,65
21.1864,63
19.8807,66
19.8807,66
19.9203,69
21.0526,62
21.3675,67
21.1416,72
22.6757,61
21.5054,65
21.5517,62
21.5517,58
23.2558,64
23.0415,65
25,65
23.2019,64
22.8311,68
22.9358,65
23.3645,61
25,65
24.9377,61
24.9377,62
24.6914,63
27.3224,64
24.9377,62
27.3973,61
25.1889,61
23.3645,61
23.2019,62
21.322,62
21.4592,65
21.1864,61
21.3675,64
19.8807,68
19.802,61
19.9601,65
19.7628,62
21.322,64
21.2314,62
22.9885,68
21.097,61
21.5054,61
21.3675,62
23.1481,61
25.3165,65
24.6914,61
27.4725,64
24.7525,61
25.1256,74
24.1546,61
27.7008,61
27.248,61
27.1739,61
27.248,60
27.248,61
27.4725,64
24.7525,64
27.1739,64
24.6914,61
25.7732,61
24.9377,63
24.6914,61
24.9377,64
24.6914,61
24.8756,61
24.8756,61
27.3973,63
27.248,64
29.9401,63
29.6736,64
29.5858,64
29.9401,65
26.8817,61
27.3973,67
26.738,61
27.1739,61
27.1739,61
27.3973,62
27.3224,64
27.1739,63
27.248,64
27.1739,64
29.9401,60
30.03,63
27.3973,60
27.248,67
26.6667,63
26.9542,64
24.7525,61
25.0627,61
25,60
25.0627,61
25.0627,65
24.6305,67
26.9542,67
24.5098,65
25.1256,61
25.0627,64
27.248,61
24.8756,60
25,64
24.7525,60
25,64
24.9377,61
25.3165,61
27.6243,64
24.9377,61
24.9377,60
25.0627,72
26.455,63
26.9542,64
27.1739,63
26.9542,61
27.3973,60
27.1739,61
27.1739,64
29.9401,63
29.6736,64
29.6736,60
30.9598,61
30.1205,61
30.1205,64
29.8507,63
27.027,63
24.7525,61
24.9377,61
23.1481,60
23.1481,61
23.1481,63
22.8311,64
21.1864,63
21.2314,61
21.4592,61
23.0947,60
23.1481,61
22.9885,63
24.6914,67
24.5098,60
24.9377,60
25.0627,61
27.4725,64
24.9377,63
24.8139,64
24.7525,60
27.1739,63
24.7525,64
24.9377,64
25.1256,60
24.9377,64
24.6914,60
24.9377,64
27.1739,61
27.3224,64
27.1739,64
26.8817,60
30.2115,60
30.2115,60
27.3973,63
26.9542,65
27.1739,63
26.9542,63
24.9377,64
24.7525,60
25.1256,60
25.1889,64
24.6914,64
24.6914,64
26.9542,61
25.0627,73
22.5734,63
22.9885,64
22.9358,64
22.9885,64
22.8311,63
22.8311,64
21.322,60
21.5054,60
21.5054,60
23.0415,60
23.6407,60
23.1481,64
23.0415,64
21.3675,61
21.4592,63
19.8807,61
21.5054,62
21.322,61
21.322,64
19.7628,61
21.3675,60
21.3675,61
23.1481,60
25.1256,61
24.9377,60
27.4725,60
27.1739,63
27.027,60
27.248,64
29.9401,63
29.6736,64
29.5858,64
29.5858,64
29.5858,63
29.6736,64
29.5858,64
26.9542,63
27.1003,63
26.8817,60
27.3973,71
24.4499,64
24.8756,67
24.6914,64
24.8756,67
24.6914,70
24.5098,67
26.9542,68
26.9542,64
27.1739,70
26.5252,67
30.2115,64
29.9401,71
26.9542,67
26.9542,64
27.3973,63
27.7008,63
27.3973,64
27.4725,63
27.248,76
24.5098,73
22.6757,64
22.9885,71
22.9885,67
21.3675,67
21.2314,68
19.7628,61
20.0401,61
20.0401,64
19.8807,64
20.4082,61
21.9298,62
21.4592,61
23.5294,61
23.31,61
23.2558,64
25.1256,61
24.9377,65
22.779,61
23.1481,61
25.1256,64
24.7525,70
24.3902,61
24.8756,64
26.9542,61
27.1739,61
27.3973,61
27.1739,61
30.303,61
27.248,61
27.1739,61
27.3973,58
28.0899,61
27.248,61
25.0627,61
24.9377,64
24.7525,60
24.9377,61
24.8756,62
27.1003,61
27.1739,61
24.8756,64
24.5098,71
22.4215,67
24.57,68
24.5098,73
24.3309,67
24.5098,68
24.5098,68
22.6757,70
22.5225,64
24.7525,64
24.9377,65
27.7008,65
27.3973,70
27.027,64
27.933,66
27.248,62
27.6243,61
30.4878,62
30.6748,77
26.2467,63
27.248,67
27.027,70
26.738,71
24.8756,66
24.7525,67
24.8756,70
24.3902,57
25.1889,60
25,64
28.169,63
27.1003,63
27.4725,60
27.933,64
30.4878,64
30.1205,60
30.4878,58
31.0559,60
29.5858,65
29.4985,63
29.9401,61
30.2115,63
29.7619,63
29.6736,61
30.1205,60
30.1205,64
29.5858,58
29.8507,61
29.8507,60
30.303,61
30.1205,61
29.8507,61
30.2115,60
30.03,61
29.9401,64
29.6736,61
30.1205,62
29.5858,61
29.7619,61
29.8507,60
29.9401,61
29.9401,61
27.1739,61
27.248,61
27.1739,61
27.3973,64
24.7525,60
25,60
25.0627,60
24.9377,64
24.6914,63
24.7525,60
27.248,61
27.1739,60
27.248,63
27.027,62
30.03,65
29.4985,63
29.5858,60
29.8507,69
29.4118,61
30.1205,61
29.7619,60
29.9401,65
29.4985,60
30.1205,62
29.9401,61
27.3973,64
24.8756,68
22.6244,64
21.5517,62
21.322,60
21.3675,61
21.322,61
20.0803,60
19.9203,60
18.7266,61
19.9601,61
21.5054,65
21.5054,60
23.2019,61
23.0415,64
22.8311,64
22.8311,64
22.8311,69
20.9644,66
22.7273,67
21.0526,64
21.1864,61
21.5054,64
21.2314,61
21.322,60
21.5054,65
19.8413,66
19.8413,66
20.0401,65
19.9601,68
19.9203,66
19.8413,71
19.5695,67
19.802,68
19.685,67
19.685,65
21.4133,70
22.779,68
24.8139,67
22.8833,65
25.1256,61
25.2525,66
27.4725,65
27.248,66
27.3224,62
27.5482,69
26.8097,68
27.3224,62
25.2525,62
27.5482,62
27.3973,61
27.1739,61
27.6243,74
26.5957,61
27.5482,60
27.248,64
27.6243,63
27.4725,64
29.7619,61
29.9401,60
29.9401,61
29.9401,62
29.7619,61
31.1526,64
29.5858,67
26.738,65
27.1003,65
24.8756,65
22.9358,62
22.9358,69
21.0084,64
21.1864,64
21.2766,64
21.1864,64
21.3675,64
23.1481,61
23.2019,64
24.9377,60
27.5482,61
27.3224,60
30.581,61
30.2115,64
27.1739,60
27.4725,65
24.8756,64
24.9377,64
24.7525,61
25.1256,61
24.8756,61
24.8756,61
24.9377,57
25.1256,58
27.6243,58
27.3973,60
30.303,61
30.2115,64
29.8507,61
29.9401,61
29.8507,61
29.9401,64
26.9542,60
26.8817,64
26.738,65
26.6667,60
27.1739,61
27.1739,60
27.4725,61
24.8756,64
24.7525,61
24.8756,61
27.3973,68
24.5098,65
24.8756,74
24.2718,64
24.6914,65
22.779,63
22.8311,67
22.6757,61
23.1481,61
23.0415,61
22.9885,68
22.9885,62
23.1481,61
23.753,61
23.0947,61
25.1256,61
25.0627,60
27.7008,64
26.9542,61
27.1003,65
26.8817,61
30.581,61
29.9401,64
29.6736,64
29.6736,64
29.6736,63
29.5858,64
29.5858,65
29.8507,67
29.4118,64
29.9401,61
29.8507,61
29.9401,62
27.3224,58
27.6243,59
27.4725,60
27.4725,63
27.248,63
27.3224,63
27.4725,63
27.3224,62
27.027,59
27.3224,62
29.8507,66
29.1545,65
29.4118,69
29.1545,65
29.6736,61
30.03,61
30.1205,61
30.03,61
30.1205,61
29.6736,61
30.03,61
30.3951,73
26.5957,64
27.5482,67
24.8139,64
24.7525,70
24.3309,65
24.6914,67
24.5098,64
24.7525,76
23.9808,64
24.7525,70
27.3973,64
27.1003,71
29.5858,64
